canonical_experiment_key,formal_run_id,model,granularity,mode,formal_complete,ours_auroc,paper_auroc,difference,mapping_status,bootstrap_status,bootstrap_ci_available,best_checkpoint_reference_status,best_epoch_status,runtime_status,checkpoint_binary_status,prediction_evidence_status,canonical_identity_status,source_table,provenance_note
ECGFounder|all|Finetuning,PTBXL_ALL_ECGFOUNDER_FINETUNING_FORMAL,ECGFounder,all,Finetuning,YES,0.9352999926,0.934,0.0012999926,PASS,PROVENANCE_BLOCKED,NO,RECOVERED,RECOVERED,RECOVERED,AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; 
ECGFounder|all|Frozen,PTBXL_ALL_ECGFOUNDER_FROZEN_FORMAL_RUN_001,ECGFounder,all,Frozen,YES,0.927536666393280,0.927,0.00053666639328,HISTORICAL_BLOCKED,MAPPING_NOT_ELIGIBLE,NO,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_HISTORICAL_MAPPING_BLOCKED,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md (ECGFounder Frozen Run 1 preserved sidecar)
ECGFounder|all|Linear,PTBXL_ALL_ECGFOUNDER_LINEAR_FORMAL_RUN_002,ECGFounder,all,Linear,YES,0.930858314037323,0.931,-0.000141685962677,PASS,PROVENANCE_BLOCKED,NO,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; 
ECGFounder|sub|Finetuning,PTBXL_SUB_01_ECGFOUNDER_FINETUNING_FORMAL,ECGFounder,sub,Finetuning,YES,0.9417865948230767,0.943,-0.0012134051769233,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_01_ECGFOUNDER_FINETUNING_FORMAL/test_0_epoch_100_agg.npz
ECGFounder|sub|Frozen,PTBXL_SUB_02_ECGFOUNDER_FROZEN_FORMAL,ECGFounder,sub,Frozen,YES,0.9382073766325973,0.939,-0.0007926233674027,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_02_ECGFOUNDER_FROZEN_FORMAL/test_0_epoch_100_agg.npz
ECGFounder|sub|Linear,PTBXL_SUB_03_ECGFOUNDER_LINEAR_FORMAL,ECGFounder,sub,Linear,YES,0.9437089716429289,0.945,-0.0012910283570711,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_03_ECGFOUNDER_LINEAR_FORMAL/test_0_epoch_100_agg.npz
ECGFounder|super|Finetuning,PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL,ECGFounder,super,Finetuning,YES,0.9349940744872626,0.935,-5.9255127374E-06,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL/test_0_epoch_100_agg.npz
ECGFounder|super|Frozen,PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL,ECGFounder,super,Frozen,YES,0.9279415770533792,0.928,-5.84229466208E-05,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL/test_0_epoch_100_agg.npz
ECGFounder|super|Linear,PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL,ECGFounder,super,Linear,YES,0.9245959899745847,0.924,0.0005959899745847,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL/test_0_epoch_100_agg.npz
HuBERT-ECG|all|Finetuning,PTBXL_ALL_HUBERT_ECG_FINETUNING_FORMAL,HuBERT-ECG,all,Finetuning,YES,0.9130755189920841,0.915,-0.0019244810079159,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; experiments/ptbxl_all/hubert_ecg/remote_snapshot/formal_tests/hubert_ecg_ptbxl_all_best_epoch8_no_bootstrap_20260818T133913+0800/predictions/ptbxl_all_version_0/agg/test_0_epoch_0_agg.npz
HuBERT-ECG|all|Frozen,PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011,HuBERT-ECG,all,Frozen,YES,0.8836542745917262,0.883,0.0006542745917262,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_HUBERT_ECG_FROZEN_FORMAL_RUN_011/test_0_epoch_100_agg.npz
HuBERT-ECG|all|Linear,PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012,HuBERT-ECG,all,Linear,YES,0.8651979364334863,0.867,-0.0018020635665137,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012/test_0_epoch_100_agg.npz
HuBERT-ECG|sub|Finetuning,PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3,HuBERT-ECG,sub,Finetuning,YES,0.9257220848297101,0.918,0.0077220848297101,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=746; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_16_HUBERT_ECG_FINETUNING_FORMAL_SUB3/test_0_epoch_0_agg.npz
HuBERT-ECG|sub|Frozen,PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3,HuBERT-ECG,sub,Frozen,YES,0.9019865466210889,0.903,-0.0010134533789111,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,EMERGENCY_WORKERS instance=746; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3/test_0_epoch_0_agg.npz
HuBERT-ECG|sub|Linear,PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3,HuBERT-ECG,sub,Linear,YES,0.8958144901266267,0.898,-0.0021855098733733,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,EMERGENCY_WORKERS instance=746; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3/test_0_epoch_0_agg.npz
HuBERT-ECG|super|Finetuning,PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3,HuBERT-ECG,super,Finetuning,YES,0.9020637248224321,0.908,-0.0059362751775679,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=E96; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/test_0_epoch_0_agg.npz
HuBERT-ECG|super|Frozen,PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3,HuBERT-ECG,super,Frozen,YES,0.8909346663382249,0.892,-0.0010653336617751,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,EMERGENCY_WORKERS instance=E96; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/test_0_epoch_0_agg.npz
HuBERT-ECG|super|Linear,PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3,HuBERT-ECG,super,Linear,YES,0.8765862858034984,0.877,-0.0004137141965016,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,EMERGENCY_WORKERS instance=E96; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/test_0_epoch_0_agg.npz
MERL|all|Finetuning,PTBXL_ALL_MERL_FINETUNING_FORMAL,MERL,all,Finetuning,YES,0.9212229474841276,0.925,-0.0037770525158724,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; experiments/ptbxl_all/merl/test_0_epoch_100_agg.npz
MERL|all|Frozen,PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007,MERL,all,Frozen,YES,0.9113014381097846,0.909,0.0023014381097846,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_MERL_FROZEN_FORMAL_RUN_007/test_0_epoch_100_agg.npz
MERL|all|Linear,PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008,MERL,all,Linear,YES,0.8860215708330912,0.883,0.0030215708330912,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008/test_0_epoch_100_agg.npz
MERL|sub|Finetuning,PTBXL_SUB_10_MERL_FINETUNING_FORMAL_SUB1,MERL,sub,Finetuning,YES,0.934417683331577,0.937,-0.002582316668423,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_10_MERL_FINETUNING_FORMAL_SUB1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_10_MERL_FINETUNING_FORMAL_SUB1/test_0_epoch_100_agg.npz
MERL|sub|Frozen,PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1,MERL,sub,Frozen,YES,0.9126117081916287,0.917,-0.0043882918083713,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_11_MERL_FROZEN_FORMAL_SUB1/test_0_epoch_100_agg.npz
MERL|sub|Linear,PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1,MERL,sub,Linear,YES,0.8924090142011554,0.895,-0.0025909857988446,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1/test_0_epoch_100_agg.npz
MERL|super|Finetuning,PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,MERL,super,Finetuning,YES,0.9277491784203497,0.930,-0.0022508215796503,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/test_0_epoch_100_agg.npz
MERL|super|Frozen,PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,MERL,super,Frozen,YES,0.9135595447121643,0.915,-0.0014404552878357,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/test_0_epoch_100_agg.npz
MERL|super|Linear,PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,MERL,super,Linear,YES,0.8874407345608608,0.887,0.0004407345608608,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/test_0_epoch_100_agg.npz
Net1D|all|Finetuning,PTBXL_ALL_NET1D_FINETUNING_FORMAL,Net1D,all,Finetuning,YES,0.9299172773,0.929,0.0009172773,PASS,PROVENANCE_BLOCKED,NO,RECOVERED,RECOVERED,NOT_RECOVERED,AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; 
Net1D|sub|Finetuning,PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,Net1D,sub,Finetuning,YES,0.9309598620520987,0.926,0.0049598620520987,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/test_0_epoch_100_agg.npz
Net1D|super|Finetuning,PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4,Net1D,super,Finetuning,YES,0.9275591309568997,0.924,0.0035591309568997,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=856; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4/test_0_epoch_100_agg.npz
S4|all|Finetuning,PTBXL_ALL_S4_FINETUNING_FORMAL,S4,all,Finetuning,YES,0.9408470694,0.941,-0.0001529306,PASS,PROVENANCE_BLOCKED,NO,RECOVERED,RECOVERED,NOT_RECOVERED,AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; 
S4|sub|Finetuning,PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4,S4,sub,Finetuning,YES,0.936317379712092,0.938,-0.001682620287908,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_19_S4_FINETUNING_FORMAL_SUB4/test_0_epoch_100_agg.npz
S4|super|Finetuning,PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4,S4,super,Finetuning,YES,0.9339611755567642,0.932,0.0019611755567642,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,EMERGENCY_WORKERS instance=856; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4/test_0_epoch_100_agg.npz
ST-MEM|all|Finetuning,PTBXL_ALL_ST_MEM_FINETUNING_FORMAL,ST-MEM,all,Finetuning,YES,0.9328915292045354,0.908,0.0248915292045354,PASS,COMPLETE,YES,RECOVERED,RECOVERED,NOT_RECOVERED,AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; experiments/ptbxl_all/st_mem/remote_runs/stmem_ptbxl_all_formal_test_no_bootstrap_20260818T112741CST/predictions/ptbxl_all_version_0/agg/test_0_epoch_0_agg.npz
ST-MEM|all|Frozen,PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005,ST-MEM,all,Frozen,YES,0.9147763388211488,0.910,0.0047763388211488,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ST_MEM_FROZEN_FORMAL_RUN_005/test_0_epoch_100_agg.npz
ST-MEM|all|Linear,PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006,ST-MEM,all,Linear,YES,0.9089388437415884,0.908,0.0009388437415884,PASS,COMPLETE,YES,RECOVERED,RECOVERED,RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006/test_0_epoch_100_agg.npz
ST-MEM|sub|Finetuning,PTBXL_SUB_07_ST_MEM_FINETUNING_FORMAL_RETRY_03,ST-MEM,sub,Finetuning,YES,0.9365498320984851,0.916,0.0205498320984851,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE3_FINETUNING.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_07_ST_MEM_FINETUNING_FORMAL_RETRY_03/predictions/ptbxl_sub_version_0/agg/test_0_epoch_0_agg.npz
ST-MEM|sub|Frozen,PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL,ST-MEM,sub,Frozen,YES,0.9212773036057852,0.931,-0.0097226963942148,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE4_FROZEN.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_08_ST_MEM_FROZEN_FORMAL/predictions/ptbxl_sub_version_0/agg/test_0_epoch_100_agg.npz
ST-MEM|sub|Linear,PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL,ST-MEM,sub,Linear,YES,0.9148336391255671,0.916,-0.0011663608744329,PASS,COMPLETE,YES,RECOVERED,NOT_RECOVERED,NOT_RECOVERED,NOT_AVAILABLE,AVAILABLE_STRICT_MAPPING_PASS,EXISTING_FINALIZED_IDENTITY,tables/FINAL_TABLE5_LINEAR.csv,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL/predictions/ptbxl_sub_version_0/agg/test_0_epoch_100_agg.npz
