dataset,model,mode,canonical_run,mapping_status,bootstrap_status,point_macro_auroc,ci_low,ci_high,iterations,helper_path,provenance
ptbxl_sub,Net1D,Finetuning,PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4,PASS,COMPLETED,0.9309598620520987,0.8953975707292556,0.9426186829805374,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=438; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_20_NET1D_FINETUNING_FORMAL_SUB4/test_0_epoch_100_agg.npz
ptbxl_super,ECGFounder,Finetuning,PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL,PASS,COMPLETED,0.9349940744872626,0.9284185916185379,0.9412524223327636,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_01_ECGFOUNDER_FINETUNING_FORMAL/test_0_epoch_100_agg.npz
ptbxl_super,ECGFounder,Frozen,PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL,PASS,COMPLETED,0.9279415770533792,0.9211754217743874,0.9340686336159706,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL/test_0_epoch_100_agg.npz
ptbxl_super,ECGFounder,Linear,PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL,PASS,COMPLETED,0.9245959899745847,0.9174638107419014,0.9311424747109414,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL/test_0_epoch_100_agg.npz
ptbxl_super,ECG-JEPA,Finetuning,PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL,PASS,COMPLETED,0.923856682590019,0.9164013460278511,0.9310095176100731,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_04_ECG_JEPA_FINETUNING_FORMAL/test_0_epoch_100_agg.npz
ptbxl_super,ECG-JEPA,Frozen,PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL,PASS,COMPLETED,0.918862323024819,0.9114444956183434,0.9258729070425034,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL/test_0_epoch_100_agg.npz
ptbxl_super,ECG-JEPA,Linear,PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL,PASS,COMPLETED,0.910853317637909,0.9034518763422966,0.917954808473587,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL/test_0_epoch_100_agg.npz
ptbxl_super,ST-MEM,Finetuning,PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03,PASS,COMPLETED,0.9276266102550871,0.9208751574158669,0.9344883412122726,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_07_ST_MEM_FINETUNING_FORMAL_RETRY_03/predictions/ptbxl_super_version_0/agg/test_0_epoch_0_agg.npz
ptbxl_super,ST-MEM,Frozen,PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL,PASS,COMPLETED,0.9183862591341126,0.9110615402460098,0.9252676948904991,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz
ptbxl_super,ST-MEM,Linear,PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL,PASS,COMPLETED,0.8955476063380189,0.8875308722257614,0.9033091068267822,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL/predictions/ptbxl_super_version_0/agg/test_0_epoch_100_agg.npz
ptbxl_super,MERL,Finetuning,PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1,PASS,COMPLETED,0.9277491784203497,0.9209796324372291,0.9349433839321136,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_10_MERL_FINETUNING_FORMAL_SUPER1/test_0_epoch_100_agg.npz
ptbxl_super,MERL,Frozen,PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1,PASS,COMPLETED,0.9135595447121643,0.9064651966094971,0.9211511418223381,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/test_0_epoch_100_agg.npz
ptbxl_super,MERL,Linear,PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1,PASS,COMPLETED,0.8874407345608608,0.878280945122242,0.8959893226623535,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=573; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/test_0_epoch_100_agg.npz
ptbxl_super,ECGFM-KED,Finetuning,PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2,PASS,COMPLETED,0.9127865059623268,0.9047548115253449,0.9201647982001304,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=F42; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_13_ECGFM_KED_FINETUNING_FORMAL_SUPER2/test_0_epoch_0_agg.npz
ptbxl_super,ECGFM-KED,Frozen,PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2,PASS,COMPLETED,0.9086709460592648,0.9007499203085899,0.9162874162197113,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=F42; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/test_0_epoch_0_agg.npz
ptbxl_super,ECGFM-KED,Linear,PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2,PASS,COMPLETED,0.8771093010374056,0.8679097905755043,0.8853401422500611,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=F42; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/test_0_epoch_0_agg.npz
ptbxl_super,HuBERT-ECG,Finetuning,PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3,PASS,COMPLETED,0.9020637248224321,0.8939823180437088,0.9103184625506401,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=E96; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_16_HUBERT_ECG_FINETUNING_FORMAL_SUPER3/test_0_epoch_0_agg.npz
ptbxl_super,HuBERT-ECG,Frozen,PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3,PASS,COMPLETED,0.8909346663382249,0.882191053032875,0.8992795944213867,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=E96; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/test_0_epoch_0_agg.npz
ptbxl_super,HuBERT-ECG,Linear,PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3,PASS,COMPLETED,0.8765862858034984,0.8675896883010864,0.8853186324238778,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=E96; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/test_0_epoch_0_agg.npz
ptbxl_super,ECG-CPC,Finetuning,HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_FINETUNING__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,PASS,COMPLETED,0.9328485166872431,0.9264938339591027,0.9395304933190346,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_FINETUNING_FORMAL_052_04/test_0_epoch_100_agg.npz
ptbxl_super,ECG-CPC,Frozen,HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,PASS,COMPLETED,0.9181136532947134,0.9109831199049949,0.9249314963817596,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_FROZEN_FORMAL_052_05/test_0_epoch_100_agg.npz
ptbxl_super,ECG-CPC,Linear,HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY,PASS,COMPLETED,0.8624813743871677,0.8535593926906586,0.870682081580162,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_LINEAR_FORMAL_052_06/test_0_epoch_100_agg.npz
ptbxl_super,ECG-FM,Finetuning,PTBXL_SUPER_ECG_FM_FINETUNING_FORMAL_052_10,PASS,COMPLETED,0.9171173212492894,0.9094986408948899,0.9239691898226738,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_SUPER_ECG_FM_FINETUNING_FORMAL_052_10/test_0_epoch_100_agg.npz
ptbxl_super,ECG-FM,Frozen,PTBXL_SUPER_ECG_FM_FROZEN_FORMAL_052_11,PASS,COMPLETED,0.8823790082234277,0.8739891827106476,0.8911411017179489,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_SUPER_ECG_FM_FROZEN_FORMAL_052_11/test_0_epoch_100_agg.npz
ptbxl_super,ECG-FM,Linear,PTBXL_SUPER_ECG_FM_LINEAR_FORMAL_052_12,PASS,COMPLETED,0.8763569197393005,0.8667688697576523,0.8851681858301162,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,REUSED_LEGACY_55_RUNS; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_SUPER_ECG_FM_LINEAR_FORMAL_052_12/test_0_epoch_100_agg.npz
ptbxl_super,S4,Finetuning,PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4,PASS,COMPLETED,0.9339611755567642,0.9271268174052238,0.9403238505125046,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=856; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_19_S4_FINETUNING_FORMAL_SUPER4/test_0_epoch_100_agg.npz
ptbxl_super,Net1D,Finetuning,PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4,PASS,COMPLETED,0.9275591309568997,0.921099565923214,0.9338883996009827,1000,upstream/ecg-fm-benchmarking/code/clinical_ts/utils/bootstrap_utils.py::empirical_bootstrap,EMERGENCY_WORKERS instance=856; local_bundle=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4; SHA256 VERIFIED; aggregate=execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_20_NET1D_FINETUNING_FORMAL_SUPER4/test_0_epoch_100_agg.npz
